episode,total_steps,adversary_team_return,prey_return,adversary_0_return,adversary_1_return,adversary_2_return,agent_0_return,mean_critic_loss,mean_actor_loss,epsilon,eval_self_play_adversary_return,eval_self_play_prey_return,eval_adv_vs_random_prey_adversary_return,eval_adv_vs_random_prey_prey_return,eval_random_adv_vs_prey_adversary_return,eval_random_adv_vs_prey_prey_return
199,19900,0.0,-3.005667572296753,0.0,0.0,0.0,-3.005667572296753,4.468446578131989,3.7228368194773793,0.050000000000000044,,,,,,
200,20000,0.0,-0.042017184007246966,0.0,0.0,0.0,-0.042017184007246966,3.8080564104020596,3.693161220755428,0.050000000000000044,18.0,-6.729329337957376,6.0,-57.90403976035848,51.0,-37.55391183557535
201,20100,0.0,-231.5955037880423,0.0,0.0,0.0,-231.5955037880423,6.058757103513926,3.9403495471924543,0.050000000000000044,,,,,,
202,20200,0.0,-0.027067242238842937,0.0,0.0,0.0,-0.027067242238842937,1.5659094890579581,3.683127073571086,0.050000000000000044,,,,,,
203,20300,0.0,0.0,0.0,0.0,0.0,0.0,4.705984428524971,4.036331317387521,0.050000000000000044,,,,,,
204,20400,30.0,-30.130909741708578,10.0,10.0,10.0,-30.130909741708578,1.3594151143915951,3.8266808735206723,0.050000000000000044,,,,,,
205,20500,0.0,0.0,0.0,0.0,0.0,0.0,2.626584674231708,3.6092661898583174,0.050000000000000044,,,,,,
206,20600,0.0,-0.1344964918742675,0.0,0.0,0.0,-0.1344964918742675,4.9457360215019435,3.6442434582859278,0.050000000000000044,,,,,,
207,20700,0.0,-144.7044873686951,0.0,0.0,0.0,-144.7044873686951,2.37769066542387,3.422846183180809,0.050000000000000044,,,,,,
208,20800,30.0,-10.0,10.0,10.0,10.0,-10.0,1.5946173467673361,3.933865224942565,0.050000000000000044,,,,,,
209,20900,0.0,0.0,0.0,0.0,0.0,0.0,4.639261439442635,3.8160792868584394,0.050000000000000044,,,,,,
210,21000,0.0,0.0,0.0,0.0,0.0,0.0,3.608639571815729,3.8526836936362088,0.050000000000000044,,,,,,
211,21100,0.0,-1.399742334706502,0.0,0.0,0.0,-1.399742334706502,1.923847742145881,3.7151634665206075,0.050000000000000044,,,,,,
212,21200,0.0,0.0,0.0,0.0,0.0,0.0,4.1793222874403,3.8014726731926203,0.050000000000000044,,,,,,
213,21300,0.0,-79.21979511977642,0.0,0.0,0.0,-79.21979511977642,1.3184583785478026,3.808366577606648,0.050000000000000044,,,,,,
214,21400,0.0,0.0,0.0,0.0,0.0,0.0,1.9231420829892159,3.8107068007811904,0.050000000000000044,,,,,,
215,21500,0.0,0.0,0.0,0.0,0.0,0.0,4.304779473692179,3.821312037296593,0.050000000000000044,,,,,,
216,21600,0.0,0.0,0.0,0.0,0.0,0.0,2.4243074278347194,4.019221439957619,0.050000000000000044,,,,,,
217,21700,0.0,0.0,0.0,0.0,0.0,0.0,2.1106503531336784,3.4671262446790934,0.050000000000000044,,,,,,
218,21800,0.0,-0.1830280918510352,0.0,0.0,0.0,-0.1830280918510352,2.6155821681022644,3.683735402300954,0.050000000000000044,,,,,,
219,21900,0.0,-99.6334390037568,0.0,0.0,0.0,-99.6334390037568,1.997947020106949,3.8559822933748364,0.050000000000000044,,,,,,
220,22000,30.0,-10.0,10.0,10.0,10.0,-10.0,2.5545896235853434,3.829169137403369,0.050000000000000044,9.0,-16.11221046389744,0.0,-89.93300926746,36.0,-50.64684890201769
221,22100,0.0,0.0,0.0,0.0,0.0,0.0,1.0956373095978051,3.6368513498455286,0.050000000000000044,,,,,,
222,22200,0.0,0.0,0.0,0.0,0.0,0.0,2.684665835928172,3.7913005063310266,0.050000000000000044,,,,,,
223,22300,0.0,-310.66753216019816,0.0,0.0,0.0,-310.66753216019816,3.0019538924098015,3.7301203571259975,0.050000000000000044,,,,,,
224,22400,0.0,0.0,0.0,0.0,0.0,0.0,1.6631512939929962,3.3976672682911158,0.050000000000000044,,,,,,
225,22500,0.0,-22.766134325080834,0.0,0.0,0.0,-22.766134325080834,4.373606605455279,3.7129077594727278,0.050000000000000044,,,,,,
226,22600,90.0,-67.68012141525347,30.0,30.0,30.0,-67.68012141525347,2.8762150537222624,3.887986646965146,0.050000000000000044,,,,,,
227,22700,60.0,-24.768275063024216,20.0,20.0,20.0,-24.768275063024216,2.177235278300941,3.7035371800884604,0.050000000000000044,,,,,,
228,22800,30.0,-10.0,10.0,10.0,10.0,-10.0,2.1541755825746804,3.8893891470506787,0.050000000000000044,,,,,,
229,22900,0.0,-283.4685761383031,0.0,0.0,0.0,-283.4685761383031,1.9736349508166313,3.401776149868965,0.050000000000000044,,,,,,
230,23000,0.0,0.0,0.0,0.0,0.0,0.0,3.907934196293354,3.776622923091054,0.050000000000000044,,,,,,
231,23100,30.0,-10.0,10.0,10.0,10.0,-10.0,2.7639144510030746,4.059336364269257,0.050000000000000044,,,,,,
232,23200,0.0,-1.07030673529122,0.0,0.0,0.0,-1.07030673529122,1.3965250328183174,3.7705100160092115,0.050000000000000044,,,,,,
233,23300,0.0,0.0,0.0,0.0,0.0,0.0,1.3857667394913733,3.803181235678494,0.050000000000000044,,,,,,
234,23400,30.0,-10.0,10.0,10.0,10.0,-10.0,2.396943759173155,4.047376099973917,0.050000000000000044,,,,,,
235,23500,0.0,0.0,0.0,0.0,0.0,0.0,1.8785649500787258,3.729517564177513,0.050000000000000044,,,,,,
236,23600,0.0,-0.06867720674101796,0.0,0.0,0.0,-0.06867720674101796,4.182301924098283,3.6839734772220254,0.050000000000000044,,,,,,
237,23700,0.0,0.0,0.0,0.0,0.0,0.0,3.910459604114294,4.0853928523138165,0.050000000000000044,,,,,,
238,23800,0.0,0.0,0.0,0.0,0.0,0.0,3.773262365022674,3.809044087305665,0.050000000000000044,,,,,,
239,23900,0.0,-4.185573384770501,0.0,0.0,0.0,-4.185573384770501,2.43836797401309,3.522828133776784,0.050000000000000044,,,,,,
240,24000,0.0,-32.74338796888941,0.0,0.0,0.0,-32.74338796888941,1.3707851385697722,3.779045364819467,0.050000000000000044,18.0,-72.79752372464603,6.0,-190.9597217877483,48.0,-25.726766014521367
241,24100,0.0,-39.10392229398205,0.0,0.0,0.0,-39.10392229398205,2.1895909532904625,3.769829710945487,0.050000000000000044,,,,,,
242,24200,90.0,-30.0,30.0,30.0,30.0,-30.0,1.9191208495758474,3.906415782868862,0.050000000000000044,,,,,,
243,24300,0.0,0.0,0.0,0.0,0.0,0.0,1.1495980508625507,3.8399053318426013,0.050000000000000044,,,,,,
244,24400,0.0,-106.31811312827958,0.0,0.0,0.0,-106.31811312827958,2.2307114973664284,3.662595044821501,0.050000000000000044,,,,,,
245,24500,0.0,-18.142042464988773,0.0,0.0,0.0,-18.142042464988773,3.028493072837591,3.98313245177269,0.050000000000000044,,,,,,
246,24600,90.0,-30.0,30.0,30.0,30.0,-30.0,2.8096612486988306,3.7992821857333183,0.050000000000000044,,,,,,
247,24700,0.0,0.0,0.0,0.0,0.0,0.0,3.2726338095963,3.8380612954497337,0.050000000000000044,,,,,,
248,24800,0.0,-1.0458656844933567,0.0,0.0,0.0,-1.0458656844933567,3.8128293703775853,3.8269434608519077,0.050000000000000044,,,,,,
249,24900,0.0,-0.7317395819496242,0.0,0.0,0.0,-0.7317395819496242,3.7522479835897684,3.67279339581728,0.050000000000000044,,,,,,
250,25000,0.0,0.0,0.0,0.0,0.0,0.0,3.9858642630279064,3.5489344764500856,0.050000000000000044,,,,,,
251,25100,0.0,-13.947011531936603,0.0,0.0,0.0,-13.947011531936603,2.1477173790335655,3.6951360143721104,0.050000000000000044,,,,,,
252,25200,0.0,-20.37341925225022,0.0,0.0,0.0,-20.37341925225022,1.839823542162776,3.803984120488167,0.050000000000000044,,,,,,
253,25300,0.0,-12.485709264983544,0.0,0.0,0.0,-12.485709264983544,0.9716658378019929,3.6243087351322174,0.050000000000000044,,,,,,
254,25400,0.0,0.0,0.0,0.0,0.0,0.0,6.387498933821917,3.9557842016220093,0.050000000000000044,,,,,,
255,25500,60.0,-127.01915297006994,20.0,20.0,20.0,-127.01915297006994,4.354246122064069,4.18155206553638,0.050000000000000044,,,,,,
256,25600,0.0,-1.3159011091112505,0.0,0.0,0.0,-1.3159011091112505,4.043957315385342,3.5267670545727015,0.050000000000000044,,,,,,
257,25700,0.0,0.0,0.0,0.0,0.0,0.0,1.6571154987905174,3.5943440534174442,0.050000000000000044,,,,,,
258,25800,0.0,0.0,0.0,0.0,0.0,0.0,2.88983312016353,3.4886516202241182,0.050000000000000044,,,,,,
259,25900,0.0,0.0,0.0,0.0,0.0,0.0,1.763899341225624,3.6946970894932747,0.050000000000000044,,,,,,
260,26000,0.0,0.0,0.0,0.0,0.0,0.0,2.9231144338846207,3.776918977499008,0.050000000000000044,3.0,-1.0307914982498398,3.0,-49.348124566380584,30.0,-37.97916820758793
261,26100,90.0,-30.0,30.0,30.0,30.0,-30.0,2.9676387310028076,3.621047390624881,0.050000000000000044,,,,,,
262,26200,0.0,0.0,0.0,0.0,0.0,0.0,4.097235828638077,3.709501726552844,0.050000000000000044,,,,,,
263,26300,0.0,0.0,0.0,0.0,0.0,0.0,2.216399457771331,4.296507018618286,0.050000000000000044,,,,,,
264,26400,0.0,-0.20048094560677243,0.0,0.0,0.0,-0.20048094560677243,2.2609757743775845,4.190824412740767,0.050000000000000044,,,,,,
265,26500,0.0,0.0,0.0,0.0,0.0,0.0,6.5184443555772305,3.6464191116392612,0.050000000000000044,,,,,,
266,26600,0.0,0.0,0.0,0.0,0.0,0.0,2.8617676354479045,3.7974552493542433,0.050000000000000044,,,,,,
267,26700,0.0,0.0,0.0,0.0,0.0,0.0,2.7567414264194667,3.7878381460905075,0.050000000000000044,,,,,,
268,26800,0.0,0.0,0.0,0.0,0.0,0.0,4.533926248550415,3.6217021979391575,0.050000000000000044,,,,,,
269,26900,0.0,0.0,0.0,0.0,0.0,0.0,4.35427820077166,3.521237981505692,0.050000000000000044,,,,,,
270,27000,0.0,0.0,0.0,0.0,0.0,0.0,3.3707787939347327,3.6117897471413016,0.050000000000000044,,,,,,
271,27100,60.0,-210.81130421381954,20.0,20.0,20.0,-210.81130421381954,3.178869627416134,3.900884966365993,0.050000000000000044,,,,,,
272,27200,0.0,0.0,0.0,0.0,0.0,0.0,4.033336008898914,3.746901288628578,0.050000000000000044,,,,,,
273,27300,0.0,-0.03505620187294389,0.0,0.0,0.0,-0.03505620187294389,1.4751595295965672,4.056866144761443,0.050000000000000044,,,,,,
274,27400,0.0,0.0,0.0,0.0,0.0,0.0,2.5367674245499074,3.858516020234674,0.050000000000000044,,,,,,
275,27500,0.0,-4.519313574551865,0.0,0.0,0.0,-4.519313574551865,4.398895957740024,4.0968156680464745,0.050000000000000044,,,,,,
276,27600,60.0,-148.72878720622305,20.0,20.0,20.0,-148.72878720622305,3.281076506478712,3.5719980020076036,0.050000000000000044,,,,,,
277,27700,30.0,-41.44750368373356,10.0,10.0,10.0,-41.44750368373356,3.2897536754608154,3.4253727039322257,0.050000000000000044,,,,,,
278,27800,0.0,-142.09500688431262,0.0,0.0,0.0,-142.09500688431262,1.45199732366018,3.8739321045577526,0.050000000000000044,,,,,,
279,27900,0.0,0.0,0.0,0.0,0.0,0.0,0.8939356552436948,4.007596720010042,0.050000000000000044,,,,,,
280,28000,0.0,-69.94541908031351,0.0,0.0,0.0,-69.94541908031351,3.7290483713150024,3.5965617578476667,0.050000000000000044,21.0,-22.456075248372276,12.0,-199.28440618970677,42.0,-29.03630206931329
281,28100,0.0,0.0,0.0,0.0,0.0,0.0,2.512949578464031,3.6599742295220494,0.050000000000000044,,,,,,
282,28200,30.0,-10.0,10.0,10.0,10.0,-10.0,3.8567801117897034,3.8004903122782707,0.050000000000000044,,,,,,
283,28300,60.0,-20.0,20.0,20.0,20.0,-20.0,2.2963334545493126,3.903873116709292,0.050000000000000044,,,,,,
284,28400,0.0,-5.288857594735816,0.0,0.0,0.0,-5.288857594735816,1.5371239534579217,3.8682449124753475,0.050000000000000044,,,,,,
285,28500,0.0,0.0,0.0,0.0,0.0,0.0,2.874865932855755,3.48159671574831,0.050000000000000044,,,,,,
286,28600,0.0,-20.02548666801008,0.0,0.0,0.0,-20.02548666801008,8.173034496605396,3.7134565748274326,0.050000000000000044,,,,,,
287,28700,120.0,-40.0,40.0,40.0,40.0,-40.0,4.112741114571691,3.7472974434494972,0.050000000000000044,,,,,,
288,28800,60.0,-97.15132720808903,20.0,20.0,20.0,-97.15132720808903,4.654708267655224,4.088658604770899,0.050000000000000044,,,,,,
289,28900,60.0,-20.0,20.0,20.0,20.0,-20.0,1.4066085629165173,3.4919766448438168,0.050000000000000044,,,,,,
290,29000,0.0,0.0,0.0,0.0,0.0,0.0,1.7556573068723083,3.664000693708658,0.050000000000000044,,,,,,
291,29100,0.0,0.0,0.0,0.0,0.0,0.0,4.802859365940094,3.4425531895831227,0.050000000000000044,,,,,,
292,29200,60.0,-20.0,20.0,20.0,20.0,-20.0,3.2241096461657435,3.885988561436534,0.050000000000000044,,,,,,
293,29300,0.0,0.0,0.0,0.0,0.0,0.0,2.7103953128680587,3.5836519729346037,0.050000000000000044,,,,,,
294,29400,0.0,0.0,0.0,0.0,0.0,0.0,2.8421396147459745,3.835653431713581,0.050000000000000044,,,,,,
295,29500,0.0,0.0,0.0,0.0,0.0,0.0,1.4191279667429626,3.7259457474574447,0.050000000000000044,,,,,,
296,29600,0.0,0.0,0.0,0.0,0.0,0.0,2.066884650150314,4.044897111132741,0.050000000000000044,,,,,,
297,29700,0.0,0.0,0.0,0.0,0.0,0.0,1.666784237837419,3.9356857454404235,0.050000000000000044,,,,,,
298,29800,0.0,0.0,0.0,0.0,0.0,0.0,3.7476008534431458,3.229625141248107,0.050000000000000044,,,,,,
299,29900,0.0,0.0,0.0,0.0,0.0,0.0,2.2725434922613204,4.139292338863015,0.050000000000000044,,,,,,
300,30000,0.0,-109.28899733191064,0.0,0.0,0.0,-109.28899733191064,4.762669458985329,3.6818165834993124,0.050000000000000044,0.0,-19.28291304312159,0.0,-257.9207368606661,21.0,-11.705695357546265
