update,train_mean_episode_return,eval_mean_episode_return,policy_loss,value_loss,entropy
231,-165.1372463479638,,-1.8782273400574923e-05,1.1311570530136426,0.8405743986368179
232,-155.48776538968087,,-0.001771797736485799,0.5877481289207935,0.9200858026742935
233,-165.73632813692092,,-0.0010864219123808045,1.7466740558544795,0.8320715973774592
234,-181.1188657462597,,-0.0022351910981039205,0.9899329567948977,0.8898782382408778
235,-155.11293599903584,,-0.0035738935112021863,0.6073644844194254,0.88553253809611
236,-150.86744587421418,,-0.0023635580437257886,1.1317774454752605,0.947244348625342
237,-156.15966852903367,,-0.0023955147868643203,0.6224589298168818,0.96112093826135
238,-157.71544532477856,,-0.0005793365417048335,1.3095162957906723,0.9430294161041578
239,-144.6156741321087,,-0.003989689440156023,0.6528565449019273,0.8757729157805443
240,-152.99452717900277,-120.60879637002945,-0.003365703858435154,0.5911777503788471,0.8505009313424429
241,-178.3320336461067,,-0.0026883384756123028,0.7175425166885058,0.7321880708138148
242,-165.1629633486271,,-0.0015865344709406297,0.7063480665286382,0.7634099548061689
243,-154.6914992272854,,-0.0029819514990473786,0.2770993746817112,0.8087872192263603
244,-145.32644426524638,,-0.001524552625293533,0.6781616831819216,0.8290099675456682
245,-150.7914639085531,,-0.0017599469671646755,0.5284870999554793,0.8485770424207052
246,-146.67477369904518,,-0.0032388592759768167,0.28395543930431205,0.8357963860034943
247,-141.98482558727264,,-0.0034349431904653707,0.23988971362511316,0.7470366035898527
248,-151.97671086788176,,-0.0022116005032633743,0.3089422521491845,0.8053080389897028
249,-162.7710209533572,,-9.780004620552063e-05,0.574515376240015,0.7270308633645376
250,-163.28493188768624,-143.0524396419525,-0.0011517835470537345,0.30368670510749024,0.8655899092555046
251,-167.83379925489425,,-0.000679943555345138,0.7559540271759033,0.8130710447827975
252,-167.03588683307171,,-0.006549671379616484,0.3202606700360775,0.8976312602559725
253,-176.3842563152313,,-0.0023600803688168526,0.8359739035367966,0.9227062811454138
254,-184.332844632864,,-0.004326494294218719,0.4156103767454624,0.9558357074856758
255,-173.15909804403782,,0.0012968781326587002,0.9636839181184769,0.8588922917842865
256,-169.24845350384712,,-0.0018726108828559518,0.541241909066836,0.8737767810622851
257,-187.8718508809805,,-0.0009239830542355776,1.1318727818628151,0.8421216160058975
258,-194.34354209005832,,-0.0011214812596638997,0.6346859894692898,0.9127449840307236
259,-163.11228596568108,,-0.0026789079032217464,0.7307746248940626,0.9119065304597219
260,-157.34863388836385,-150.309908246994,-0.002264712432709833,0.5944951772689819,1.0333857114116352
261,-138.17741152644157,,-3.2279485215743385e-05,0.5955753910044829,0.9785775641600291
262,-136.37703789770603,,-0.0017120378324761987,0.5558680283526579,1.002378225326538
263,-149.99396075010299,,-0.0011712141955892246,0.32128555824359256,0.986378143231074
264,-146.6523815572262,,-0.0025406629235173264,0.6290798323849837,0.8635485967000326
265,-134.75342968702316,,-0.002776156412437558,0.249176112934947,0.9512845054268837
266,-131.571939432621,,-0.0026923612458631396,0.6998960276444753,1.0093930835525196
267,-154.0911656200886,,-0.0019417091001135607,0.42806372543176013,0.9638689955075582
268,-151.8500655055046,,-0.0019134155008941889,0.5067841410636902,0.7692467247446378
269,-156.61988724172116,,-0.001250064776589473,0.8415725901722908,0.7189341013630232
270,-151.50596922934056,-143.90966402292253,-0.0016652456251904368,0.4115644581615925,0.8533384501934052
271,-143.40210050344467,,-0.0011224651243537664,0.5835585122307142,0.7543479800224304
272,-150.4764785170555,,-0.0043195103062316775,0.19149501187105974,0.7823865910371145
273,-162.81336934268475,,-0.001985130443548163,0.8843966747323672,0.7113883967200915
274,-179.23543270230294,,-4.803342744708061e-05,1.1212461590766907,0.7470151657859484
275,-189.20047723352909,,-0.001189246540889144,1.6987100740273793,0.7203631177544594
276,-197.3627554476261,,-0.002133221171485881,1.6640127797921498,0.9265031963586807
277,-182.71636912226677,,-0.0014782054349780083,0.7353201173245907,0.8459268510341644
278,-170.77727048397065,,-0.002652679570019245,0.4861292379597823,0.8169989784558614
279,-212.0509139060974,,0.0010925168559576075,5.165978868802388,0.7850913057724634
280,-205.17682156562805,-439.6137248814106,-0.0018576930742710829,0.7252090213199457,0.8068539823095003
281,-162.27365430295467,,-0.0018411376513540745,0.598062322785457,0.8466578150788943
282,-172.67244938313962,,-0.0015789966952676575,1.2239999572436016,0.8677280892928442
283,-162.97062455415727,,-0.0019536297380303345,2.2516023566325507,0.9004382118582726
284,-170.91217758059503,,-0.0024918961183478436,0.8931830239792665,0.7931282892823219
285,-179.58976696133612,,-0.0024092304908360043,1.119940419991811,0.9329409375786781
